story_cluster_id,count
MISSOLONGHII_FALL_APRIL_1826_2810A2,24
MISSOLONGHII_SIEGE_1826_0CD01D,20
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,14
MISSOLONGHII_APRIL_1826_1A742F,10
MISSOLONGHII_SIEGE_APRIL_1826_330333,7
MISSOLONGHII_RELIEF_1826_D0C3B0,6
MISSOLONGHII_MARCH_1826_B880A8,5
MISSOLONGHII_BATTLE_MARCH_1826_A484D9,4
MISSOLONGHII_SIEGE_FEB_1826_557926,4
MISSOLONGHII_1826_143389,4
MISSOLONGHII_BATTLE_JAN_1826_3AE1C5,4
MISSOLONGHII_SIEGE_JAN_1826_7D6A5A,3
MISSOLONGHII_BATTLE_FEB_1826_937215,3
MISSOLONGHII_RELIEF_MARCH_1826_614F10,3
MISSOLONGHII_RELIEF_APRIL_1826_002A44,3
MISSOLONGHII_DEFENCE_1826_E94546,2
MISSOLONGHII_ATTACK_APRIL_1826_C00017,2
MISSOLONGHII_SIEGE_DEC_1825_1188DD,2
MISSOLONGHII_BATTLE_JAN1826_6C1BE7,2
MISSOLONGHII_SIEGE_1825_1826_145BFB,2
TRIPOLITZA_FALL_DEC_1825_1EFCF3,2
MISSOLONGHII_BATTLE_1826_8E1C2B,2
MISSOLONGHII_SIEGE_FEB_MAR_1826_C54D6B,2
MISSOLONGHII_SIEGE_MAR_APR_1826_DA85D0,2
MISSOLONGHII_SIEGE_MARCH_APRIL_1826_7ECF40,2
MISSOLONGHII_SIEGE_MAY_1826_E2D663,2
NAPOLI_DI_ROMANIA_DIPLOMACY_GREEK_GOVERNMENT_S_STANCE_ON_INDEPENDENCE_1826_F9FBE2,1
NAPOLI_DI_ROMANIA_DIPLOMACY_GREEK_GOVERNMENT_S_STANCE_ON_INDEPENDENCE_COMMUNICAT_6A2519,1
MISSOLONGHII_JANUARY_1826_B080DE,1
MISSOLONGHII_BATTLE_APRIL_1826_A8722F,1
MISSOLONGHII_FLEET_ARRIVAL_APRIL_1826_2C4010,1
EASTERN_GREECE_MILITARY_MOVEMENT_COLONEL_FABVIER_S_LOCATION_12TH_OF_APRIL_1826_493317,1
MISSOLONGHII_PIRACY_1826_2E9AAA,1
MISSOLONGHII_BATTLE_NOV_1825_36BD87,1
